texture_name,1_0_dissimilarity,correlation,contrast,energy,homogeneity,asm,1_45_dissimilarity,correlation,contrast,energy,homogeneity,asm,1_90_dissimilarity,correlation,contrast,energy,homogeneity,asm,1_135_dissimilarity,correlation,contrast,energy,homogeneity,asm,3_0_dissimilarity,correlation,contrast,energy,homogeneity,asm,3_45_dissimilarity,correlation,contrast,energy,homogeneity,asm,3_90_dissimilarity,correlation,contrast,energy,homogeneity,asm,3_135_dissimilarity,correlation,contrast,energy,homogeneity,asm,5_0_dissimilarity,correlation,contrast,energy,homogeneity,asm,5_45_dissimilarity,correlation,contrast,energy,homogeneity,asm,5_90_dissimilarity,correlation,contrast,energy,homogeneity,asm,5_135_dissimilarity,correlation,contrast,energy,homogeneity,asm
lam,2.9160310039370074,0.8401267718545581,16.482960137795317,0.06360494832198356,0.3209707368089291,0.004045589451042199,3.3879967759935563,0.7884232608169095,21.808729617459264,0.05948848088078307,0.28377581468569457,0.003538879357503293,1.3456569881889757,0.9644645264187681,3.647699311023628,0.08879854161262983,0.5179274419839657,0.007885180992529953,2.9160310039370074,0.8401267718545581,16.482960137795317,0.06360494832198356,0.3209707368089291,0.004045589451042199,5.430312499999978,0.4855946356406679,53.359812499999926,0.048233603107688365,0.19419115265113762,0.0023264804687500047,5.284317460317433,0.51368234641985,50.32419047619018,0.04890245122128056,0.195072580003537,0.0023914497354497245,2.926551181102356,0.8438369253200442,16.121007874015746,0.06263828177008597,0.3104414766742714,0.003923554343108684,5.430312499999978,0.4855946356406679,53.359812499999926,0.048233603107688365,0.19419115265113762,0.0023264804687500047,6.700901930894306,0.2633009155959204,76.62201473577223,0.04480452029008638,0.15504248837519266,0.002007445038424762,5.986709677419376,0.39166600244521155,63.08774193548409,0.046203571628365345,0.17311279836936286,0.002134770031217487,4.014464925755258,0.7070192244134013,30.36277521761399,0.05535516290544912,0.24956944392649827,0.0030641940602888097,6.700901930894306,0.2633009155959204,76.62201473577223,0.04480452029008638,0.15504248837519266,0.002007445038424762
lam,2.9851131889763693,0.859849879028754,16.119463582677188,0.05584257843159376,0.2997016017327315,0.0031183935658887,3.5117490234980617,0.8087373377567432,22.008742017484096,0.051938418289224325,0.2609020074063496,0.0026975992943864316,1.8885949803149604,0.9422344357373581,6.669106791338597,0.06820286522029523,0.4169535649346975,0.004651630824257756,2.9851131889763693,0.859849879028754,16.119463582677188,0.05584257843159376,0.2997016017327315,0.0031183935658887,5.25593749999999,0.5713548511063474,48.82493749999984,0.0444394778040877,0.18658977841369678,0.0019748671875000033,5.161460317460273,0.5908763912289774,46.892888888888606,0.04483603003519827,0.18875846481224196,0.002010269589317201,3.3328503937007783,0.8259923117881364,20.018960629921175,0.05312505469684572,0.27220138480000644,0.0028222714365428495,5.25593749999999,0.5713548511063474,48.82493749999984,0.0444394778040877,0.18658977841369678,0.0019748671875000033,6.173272357723537,0.43682681524748596,63.59552845528415,0.041592748924701536,0.15806505256469708,0.0017299567631132607,5.753806451612934,0.49780647567876046,57.234193548387445,0.04282896799456792,0.17378070383114552,0.0018343204994797227,4.153097798259095,0.7276209689853742,31.20481310803905,0.04864972365948232,0.2281094299800195,0.002366795612143994,6.173272357723537,0.43682681524748596,63.59552845528415,0.041592748924701536,0.15806505256469708,0.0017299567631132607
lam,2.7850024606299186,0.8751023886427343,14.060223917322876,0.057866491218565644,0.3172419181324836,0.0033485308059483347,3.1905883811767715,0.8401205093301024,17.983321966644,0.05405518420873329,0.282339131889235,0.0029219629398400887,1.998154527559058,0.9362843254864657,7.17322834645671,0.06646708966915782,0.3927606144181987,0.004417874009087866,2.7850024606299186,0.8751023886427343,14.060223917322876,0.057866491218565644,0.3172419181324836,0.0033485308059483347,5.064750000000001,0.5998154053893219,44.59262500000004,0.04443844496182323,0.190867161713102,0.0019747753906249926,4.655682539682529,0.660771880457666,37.98634920634931,0.04606617212948824,0.20880396498893616,0.002122092214663639,3.5351181102362137,0.8080279218534571,21.5706456692913,0.05130645823583332,0.2524341069438071,0.0026323526567053083,5.064750000000001,0.5998154053893219,44.59262500000004,0.04443844496182323,0.190867161713102,0.0019747753906249926,5.7143038617886095,0.49578353020988164,55.580284552845484,0.04257224423511377,0.16984207320879252,0.0018123959792141777,5.26212903225808,0.5723401864475469,47.55322580645163,0.043795380804517545,0.1849861317293445,0.0019180353798127036,4.352662570404515,0.7039209605632489,33.114951356886955,0.0471970432831385,0.21604170660174135,0.0022275608946704492,5.7143038617886095,0.49578353020988164,55.580284552845484,0.04257224423511377,0.16984207320879252,0.0018123959792141777
lam,2.0540723425196807,0.9122385650216879,8.32904773622048,0.08534018110886454,0.4094847126918023,0.0072829465116937995,2.277078554157112,0.8953776972203826,9.906441812883628,0.08016786256049896,0.3767869499476601,0.006426886187519051,1.2830339566929123,0.9656485170535319,3.3003813976377954,0.09911658923448557,0.5292812776812887,0.009824098261477742,2.0540723425196807,0.9122385650216879,8.32904773622048,0.08534018110886454,0.4094847126918023,0.0072829465116937995,4.171624999999999,0.6455042167687086,33.10062500000001,0.06461457241791516,0.24708571708680716,0.0041750429687500016,3.6460317460317415,0.7307477103762973,25.146730158730158,0.06711063056397139,0.26811508093085146,0.004503836734693851,2.770519685039369,0.8497034314974224,14.172976377952748,0.07279382725123443,0.3198737211100394,0.00529894128588256,4.171624999999999,0.6455042167687086,33.10062500000001,0.06461457241791516,0.24708571708680716,0.0041750429687500016,5.053036077235768,0.49793539145004795,46.52051575203257,0.06067079687262437,0.20869596249780303,0.003680945593159247,4.338387096774205,0.620986299045807,35.24006451612905,0.06374670218562022,0.23309647121766316,0.004063642039542158,3.5865975422427,0.7394981706027771,24.299091141833024,0.06742763952311223,0.2679742682776253,0.004546486571658767,5.053036077235768,0.49793539145004795,46.52051575203257,0.06067079687262437,0.20869596249780303,0.003680945593159247
lam,1.2363435039370076,0.9568610475395913,3.2757135826771657,0.12454690790614488,0.5505950381164006,0.015511932268981735,1.3731787463574945,0.9494440360784476,3.8445036890073827,0.11738577804669731,0.5149758796446502,0.013779420887628483,0.728715551181103,0.984153465444011,1.2346210629921266,0.149615114017959,0.68350430744146,0.022384682342606866,1.2363435039370076,0.9568610475395913,3.2757135826771657,0.12454690790614488,0.5505950381164006,0.015511932268981735,2.825625000000003,0.7891450288580946,15.317250000000016,0.08721319065944097,0.32519290372618237,0.0076061406250000005,2.3310476190476237,0.8599421317076736,10.456253968253984,0.09402450054076346,0.3687692629817772,0.008840606701940028,1.8150551181102361,0.9145923798203726,6.527118110236206,0.10394428989045415,0.4375414126308854,0.010804415400830769,2.825625000000003,0.7891450288580946,15.317250000000016,0.08721319065944097,0.32519290372618237,0.0076061406250000005,3.7909679878048763,0.6288283352941993,25.917619410569106,0.07818477536737235,0.2461950994023255,0.006112859099246474,2.9499354838709726,0.7760406163642535,16.39199999999998,0.0854928175476588,0.30780548856018797,0.007309021852237278,2.44361239119304,0.8454554528971135,11.589285714285728,0.0923126800274471,0.3581167625167255,0.00852163089384983,3.7909679878048763,0.6288283352941993,25.917619410569106,0.07818477536737235,0.2461950994023255,0.006112859099246474
lam,2.873216043307086,0.8219728268429616,17.895976870078773,0.07455362246620159,0.3552255320249684,0.0055582426228329195,3.0012400024800208,0.812875268556093,18.811643623287328,0.07217791774903497,0.33578047775957576,0.0052096518105864565,1.185716043307086,0.969381099126851,3.0817544291338685,0.10163175146852964,0.5609830163747204,0.010329012906560978,2.873216043307086,0.8219728268429616,17.895976870078773,0.07455362246620159,0.3552255320249684,0.0055582426228329195,5.2605624999999865,0.4589277307206624,54.39543749999986,0.05683025368916636,0.22121721382019235,0.003229677734375007,4.576190476190447,0.5771344660092574,42.53085714285694,0.060798416655995315,0.25026295012098393,0.0036964474678760086,3.476976377952732,0.7476341758413464,25.389165354330597,0.06694437621711768,0.29849263410708754,0.004481549507098992,5.2605624999999865,0.4589277307206624,54.39543749999986,0.05683025368916636,0.22121721382019235,0.003229677734375007,6.540777439024378,0.23662171870931714,76.79014227642257,0.050944336924487174,0.16901131919606804,0.0025953254646756676,5.364967741935505,0.445676986546056,55.82754838709704,0.05614944011644495,0.21573692809037107,0.003152759625390238,4.642345110087059,0.558597726024917,44.426907322068764,0.06036865545145512,0.24633258766897123,0.003644374561016501,6.540777439024378,0.23662171870931714,76.79014227642257,0.050944336924487174,0.16901131919606804,0.0025953254646756676
lam,2.9938484251968536,0.7864995924511924,19.23646653543312,0.07356924699680449,0.3333028695189702,0.005412434103676826,3.2848285696571575,0.7550710190153282,22.083638167276366,0.06920192937779268,0.3041249335340202,0.0047889070296090065,1.699311023622045,0.93723697326406,5.667322834645671,0.08754178345268573,0.4521054459189178,0.007663563850076922,2.9938484251968536,0.7864995924511924,19.23646653543312,0.07356924699680449,0.3333028695189702,0.005412434103676826,4.87412499999999,0.4715114634189994,47.11037499999989,0.05883481245189788,0.22330614801079854,0.0034615351562499977,4.595047619047606,0.5168478604588798,43.43111111111094,0.060438958667962735,0.23527408991905369,0.0036528677248677077,3.62563779527558,0.7037206936493703,26.766299212598348,0.06561490978910778,0.2737488682010266,0.004305316386632752,4.87412499999999,0.4715114634189994,47.11037499999989,0.05883481245189788,0.22330614801079854,0.0034615351562499977,5.657774390243894,0.3146479931131963,59.66349085365845,0.05526648307757225,0.18319953749105414,0.0030543841517635803,5.042322580645174,0.44994455022371566,49.23754838709686,0.05759619379839655,0.21058150538408757,0.003317321540062453,4.47407834101383,0.5260919105028137,42.629608294931096,0.06128949512026487,0.24557306039276836,0.0037564022120969713,5.657774390243894,0.3146479931131963,59.66349085365845,0.05526648307757225,0.18319953749105414,0.0030543841517635803
lam,2.466166338582674,0.8341594116092923,13.33341535433074,0.07914470168383411,0.3762246228304506,0.006263883804623094,2.831545663091332,0.7995994009988503,16.149048298096595,0.07289210901748558,0.32660448144734944,0.005313259557017003,1.8502091535433076,0.9159741625444378,6.821050688976391,0.08507411110316658,0.43076123251715787,0.00723760437999393,2.466166338582674,0.8341594116092923,13.33341535433074,0.07914470168383411,0.3762246228304506,0.006263883804623094,4.372312499999998,0.5022187146067603,39.28631250000001,0.06168645515832473,0.23958858423513238,0.003805218750000008,4.01219047619046,0.5873116597313541,32.90984126984125,0.06385676210879597,0.2567856022546307,0.00407768606701936,3.4650708661417204,0.7010240484524504,24.175244094488114,0.06695230353932478,0.2785497699425246,0.004482610949221882,4.372312499999998,0.5022187146067603,39.28631250000001,0.06168645515832473,0.23958858423513238,0.003805218750000008,4.830602134146339,0.4392567115389112,44.154408028455315,0.05865072341095912,0.20581609428158498,0.0034399073566288283,4.427741935483888,0.5105524132268402,38.91212903225818,0.06113375588184175,0.2306334649658171,0.003737336108220621,4.1248079877112245,0.5533608955622906,35.660522273425705,0.06336245517692914,0.25026042699556555,0.004014800726048354,4.830602134146339,0.4392567115389112,44.154408028455315,0.05865072341095912,0.20581609428158498,0.0034399073566288283
lam,1.804072342519686,0.889841000513087,7.330893208661439,0.09296487918557365,0.4564284881831165,0.008642468761988306,2.0221960443920945,0.8710518836027473,8.597185194370415,0.0869207354710419,0.41897091550035975,0.007555214254826842,1.216227854330709,0.9543865630098485,3.067974901574805,0.10529549261763349,0.5451843233401409,0.011087140765590107,1.804072342519686,0.889841000513087,7.330893208661439,0.09296487918557365,0.4564284881831165,0.008642468761988306,3.687875000000006,0.568482541614797,28.59262499999994,0.0680829285228683,0.27660083947619923,0.004635285156249994,3.1716190476190333,0.6887258624666281,20.785460317460267,0.07178118256774431,0.30511746512035065,0.005152538170823839,2.7467086614173195,0.7755365228846928,15.052094488188942,0.07515584981093296,0.33201153441248066,0.005648401760803512,3.687875000000006,0.568482541614797,28.59262499999994,0.0680829285228683,0.27660083947619923,0.004635285156249994,4.414126016260151,0.43703646312691713,37.71938516260165,0.06313473127746043,0.22881392600326067,0.003985994293477141,3.7338064516129097,0.5783348989148793,28.203096774193593,0.0672371205883747,0.26704539827673546,0.00452083038501564,3.466077828981059,0.6251025049689884,25.094214029697945,0.06935305311652765,0.2835546145044488,0.004809845976583905,4.414126016260151,0.43703646312691713,37.71938516260165,0.06313473127746043,0.22881392600326067,0.003985994293477141
lam,1.2726993110236222,0.933797549540715,3.585691437007873,0.11797732586955043,0.5514893307063538,0.013918649419330093,1.3964287928575858,0.9252579347727655,4.049042098084193,0.11088846540987872,0.5156069590656954,0.01229625176095787,0.7531373031496071,0.9764204547429141,1.2851254921259856,0.13846946876375485,0.6733000826773472,0.01917379377971648,1.2726993110236222,0.933797549540715,3.585691437007873,0.11797732586955043,0.5514893307063538,0.013918649419330093,2.9334375000000015,0.6666816992340253,17.781062499999976,0.08203360115678204,0.3347639754801829,0.006729511718749992,2.411873015873014,0.7834895606560522,11.646539682539679,0.087310048652008,0.3679871493915543,0.007623044595616004,2.0306771653543283,0.85052467788302,8.105007874015728,0.09265750967314079,0.40533585370113484,0.00858541409882818,2.9334375000000015,0.6666816992340253,17.781062499999976,0.08203360115678204,0.3347639754801829,0.006729511718749992,3.804115853658533,0.4625153508627636,28.106326219512187,0.0720224959006623,0.26270027530458995,0.005187239915760918,2.990709677419357,0.6629229232087257,18.01019354838708,0.07988738171015282,0.3197788173332117,0.006381993756503659,2.744431643625197,0.7218948014629397,14.966397849462373,0.08249900837694556,0.3348222399423618,0.006806086383179334,3.804115853658533,0.4625153508627636,28.106326219512187,0.0720224959006623,0.26270027530458995,0.005187239915760918
